编号,序号,所属系统,产品名称,故障部位,深层现象,故障现象,故障分析,处理方式,处理方式标签2,处理方式标签,系统标签
R960,960,飞行器平台,发动机,短舱下罩,短舱下罩密封条尺寸与图纸尺寸不符,短舱下罩密封条尺寸与图纸尺寸不符,新更换工人对图纸不熟悉,依照图纸进行修理,3,维修(无需更换）,6
R961,961,飞行器平台,发动机,短舱下罩,短舱下罩密封条尺寸与图纸尺寸不符,短舱下罩密封条尺寸与图纸尺寸不符,新更换工人对图纸不熟悉,依照图纸进行修理,3,维修(无需更换）,6
R962,962,飞行器平台,发动机,短舱下罩,短舱下罩密封条尺寸与图纸尺寸不符,短舱下罩密封条尺寸与图纸尺寸不符,新更换工人对图纸不熟悉,依照图纸进行修理,3,维修(无需更换）,6
R963,963,飞行器平台,发动机,短舱下罩,短舱下罩密封条尺寸与图纸尺寸不符,短舱下罩密封条尺寸与图纸尺寸不符,新更换工人对图纸不熟悉,依照图纸进行修理,3,维修(无需更换）,6
R964,964,飞行器平台,发动机,短舱下罩,短舱下罩密封条尺寸与图纸尺寸不符,短舱下罩密封条尺寸与图纸尺寸不符,新更换工人对图纸不熟悉,依照图纸进行修理,3,维修(无需更换）,6
R965,965,飞行器平台,发动机,短舱下罩,短舱下罩密封条尺寸与图纸尺寸不符,短舱下罩密封条尺寸与图纸尺寸不符,新更换工人对图纸不熟悉,依照图纸进行修理,3,维修(无需更换）,6
R966,966,飞行器平台,飞行器平台,卫通链路功放电源组合支架左侧安装孔距,卫通链路功放电源组合安装时与惯导通风盒干涉，卫通链路功放电源组合支架左侧安装孔距与设计不符,卫通链路功放电源组合安装时与惯导通风盒干涉，卫通链路功放电源组合支架左侧安装孔距与设计不符,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R966,966,飞行器平台,飞行器平台,左侧可拆卸蒙皮组件与机身连接处；右侧可拆卸蒙皮组件与机身连接处,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,制造问题,对左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件及机身连接处涂密封胶,3,维修(无需更换）,6
R967,967,飞行器平台,飞行器平台,卫通链路功放电源组合支架左侧安装孔距,卫通链路功放电源组合安装时与惯导通风盒干涉，卫通链路功放电源组合支架左侧安装孔距与设计不符,卫通链路功放电源组合安装时与惯导通风盒干涉，卫通链路功放电源组合支架左侧安装孔距与设计不符,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R967,967,飞行器平台,飞行器平台,左侧可拆卸蒙皮组件与机身连接处；右侧可拆卸蒙皮组件与机身连接处,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,制造问题,对左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件及机身连接处涂密封胶,3,维修(无需更换）,6
R967,967,飞行器平台,飞行器平台,相机维护口盖,中罩位置处，相机维护口盖安装后与数码相机镜头干涉，相机维护口盖在后下罩安装反向,中罩位置处，相机维护口盖安装后与数码相机镜头干涉，相机维护口盖在后下罩安装反向,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R968,968,飞行器平台,飞行器平台,左侧可拆卸蒙皮组件与机身连接处；右侧可拆卸蒙皮组件与机身连接处,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,制造问题,对左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件及机身连接处涂密封胶,3,维修(无需更换）,6
R969,969,飞行器平台,飞行器平台,卫通链路功放电源组合支架左侧安装孔距,卫通链路功放电源组合安装时与惯导通风盒干涉，卫通链路功放电源组合支架左侧安装孔距与设计不符,卫通链路功放电源组合安装时与惯导通风盒干涉，卫通链路功放电源组合支架左侧安装孔距与设计不符,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R969,969,飞行器平台,飞行器平台,左侧可拆卸蒙皮组件与机身连接处；右侧可拆卸蒙皮组件与机身连接处,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,制造问题,对左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件及机身连接处涂密封胶,3,维修(无需更换）,6
R970,970,飞行器平台,飞行器平台,左侧可拆卸蒙皮组件与机身连接处；右侧可拆卸蒙皮组件与机身连接处,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,制造问题,对左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件及机身连接处涂密封胶,3,维修(无需更换）,6
R971,971,飞行器平台,飞行器平台,左侧可拆卸蒙皮组件与机身连接处；右侧可拆卸蒙皮组件与机身连接处,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,制造问题,对左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件及机身连接处涂密封胶,3,维修(无需更换）,6
R972,972,飞行器平台,飞行器平台,左侧可拆卸蒙皮组件与机身连接处；右侧可拆卸蒙皮组件与机身连接处,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,制造问题,对左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件及机身连接处涂密封胶,3,维修(无需更换）,6
R973,973,飞行器平台,飞行器平台,左侧可拆卸蒙皮组件与机身连接处；右侧可拆卸蒙皮组件与机身连接处,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,制造问题,对左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件及机身连接处涂密封胶,3,维修(无需更换）,6
R974,974,飞行器平台,飞行器平台,左侧可拆卸蒙皮组件与机身连接处；右侧可拆卸蒙皮组件与机身连接处,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,制造问题,对左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件及机身连接处涂密封胶,3,维修(无需更换）,6
R975,975,飞行器平台,飞行器平台,左侧可拆卸蒙皮组件与机身连接处；右侧可拆卸蒙皮组件与机身连接处,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,制造问题,对左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件及机身连接处涂密封胶,3,维修(无需更换）,6
R976,976,飞行器平台,飞行器平台,右方向舵,右方向舵可上下窜动,右方向舵可上下窜动，窜动间隙在1.5mm左右,制造问题,拆卸方向舵，在上轴座接头与VG8轴承间隙处增加垫圈,3,维修(无需更换）,6
R976,976,飞行器平台,飞行器平台,左侧可拆卸蒙皮组件与机身连接处；右侧可拆卸蒙皮组件与机身连接处,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件与机身连接处未涂装密封胶,制造问题,对左侧可拆卸蒙皮组件、右侧可拆卸蒙皮组件及机身连接处涂密封胶,3,维修(无需更换）,6
R977,977,飞行器平台,发电机,连接轴套,发动机测绘过程中选择基准点位置时出现了差错,发动机在装机过程中，发电机连接轴套与联轴器的同轴度不合格,发动机测绘过程中选择基准点位置时出现了差错，导致测绘出的发动机安装点坐标值出现了偏差,重新测绘后装配,3,维修(无需更换）,6
R980,980,飞行器平台,空气冷却风罩,空气冷却风罩,装机过程中发现空气冷却风罩未开孔,装机过程中发现空气冷却风罩未开孔，无法装机使用,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R981,981,飞行器平台,空气冷却风罩,空气冷却风罩,装机过程中发现空气冷却风罩未开孔,装机过程中发现空气冷却风罩未开孔，无法装机使用,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R982,982,飞行器平台,空气冷却风罩,空气冷却风罩,装机过程中发现空气冷却风罩未开孔,装机过程中发现空气冷却风罩未开孔，无法装机使用,制造问题,依照图纸进行修理,3,维修(无需更换）,6
R983,983,飞行器平台,发动机短,短舱上罩,发动机短舱上罩外部撕裂,发动机短舱上罩外部撕裂,制造质量,对故障件进行修理,3,维修(无需更换）,6
R984,984,飞行器平台,飞行器平台,机翼舵面上的轴承；尾翼舵面上的轴承,机翼、尾翼舵面上的轴承均未涂润滑脂,机翼、尾翼舵面上的轴承已部分发生锈蚀,NA,已发生锈蚀的零件，去除表面油污，打磨表面，涂抹润滑脂,3,维修(无需更换）,6
R985,985,飞行器平台,飞行器平台,机翼舵面上的轴承；尾翼舵面上的轴承,机翼、尾翼舵面上的轴承均未涂润滑脂,机翼、尾翼舵面上的轴承已部分发生锈蚀,NA,已发生锈蚀的零件，去除表面油污，打磨表面，涂抹润滑脂,3,维修(无需更换）,6
R986,986,飞行器平台,飞行器平台,机翼舵面上的轴承；尾翼舵面上的轴承,机翼、尾翼舵面上的轴承均未涂润滑脂,机翼、尾翼舵面上的轴承已部分发生锈蚀,NA,已发生锈蚀的零件，去除表面油污，打磨表面，涂抹润滑脂,3,维修(无需更换）,6
R987,987,飞行器平台,飞行器平台,机翼舵面上的轴承；尾翼舵面上的轴承,机翼、尾翼舵面上的轴承均未涂润滑脂,机翼、尾翼舵面上的轴承已部分发生锈蚀,NA,已发生锈蚀的零件，去除表面油污，打磨表面，涂抹润滑脂,3,维修(无需更换）,6
R988,988,飞行器平台,飞行器平台,机翼舵面上的轴承；尾翼舵面上的轴承,机翼、尾翼舵面上的轴承均未涂润滑脂,机翼、尾翼舵面上的轴承已部分发生锈蚀,NA,已发生锈蚀的零件，去除表面油污，打磨表面，涂抹润滑脂,3,维修(无需更换）,6
R989,989,飞行器平台,飞行器平台,机翼舵面上的轴承；尾翼舵面上的轴承,机翼、尾翼舵面上的轴承均未涂润滑脂,机翼、尾翼舵面上的轴承已部分发生锈蚀,NA,已发生锈蚀的零件，去除表面油污，打磨表面，涂抹润滑脂,3,维修(无需更换）,6
R990,990,飞行器平台,飞行器平台,机翼舵面上的轴承；尾翼舵面上的轴承,机翼、尾翼舵面上的轴承均未涂润滑脂,机翼、尾翼舵面上的轴承已部分发生锈蚀,NA,已发生锈蚀的零件，去除表面油污，打磨表面，涂抹润滑脂,3,维修(无需更换）,6
R991,991,飞行器平台,飞行器平台,相机维护口盖,中罩位置处，相机维护口盖安装后与数码相机镜头干涉，设备无法正常安装,中罩位置处，相机维护口盖安装后与数码相机镜头干涉，设备无法正常安装,制造质量,打磨相机维护口盖，消除相机维护口盖与数码相机镜头的干涉,3,维修(无需更换）,6
R992,992,飞行器平台,飞行器平台,相机维护口盖,中罩位置处，相机维护口盖安装后与数码相机镜头干涉，设备无法正常安装,中罩位置处，相机维护口盖安装后与数码相机镜头干涉，设备无法正常安装,制造质量,打磨相机维护口盖，消除相机维护口盖与数码相机镜头的干涉,3,维修(无需更换）,6
R993,993,飞行器平台,飞行器平台,相机维护口盖,中罩位置处，相机维护口盖安装后与数码相机镜头干涉，设备无法正常安装,中罩位置处，相机维护口盖安装后与数码相机镜头干涉，设备无法正常安装,制造质量,打磨相机维护口盖，消除相机维护口盖与数码相机镜头的干涉,3,维修(无需更换）,6
R994,994,飞行器平台,飞行器平台,数码相机嵌入件,数码相机的安装位置有偏移，影响设备正常安装,数码相机的安装位置有偏移，影响设备正常安装,NA,重新安装用于安装数码相机的嵌入件,3,维修(无需更换）,6
